station_name,latitude,longitude,source_type,kgis_code,station_code,department_code,raw_file
Adugodi PS,12.941430999878,77.6115419998195,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0066,PS - 152,164431382,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
H.S.R.Layout PS,12.9201510003798,77.6513889997284,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0067,PS - 153,164431796,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Koramangala PS,12.9412138887662,77.6213416671002,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0068,PS - 154,164431383,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Bellanduru PS,12.9191619996926,77.6678679998158,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0091,PS - 783,164432198,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
H.A.L. PS,12.9550059996707,77.6828550001031,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0092,PS - 784,164431416,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Marathahalli PS,12.9456189996246,77.6980390002911,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0093,PS - 785,164432199,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Varthur PS,12.9380340003015,77.7469200001009,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0094,PS - 786,164430259,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
K.R. Puram PS,13.0090160001236,77.693286999959,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0095,PS - 787,164431405,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Kadugodi PS,12.9954149997581,77.7578210000384,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0096,PS - 788,164430257,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Mahadevapura PS,12.9966939998372,77.6928279998912,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0097,PS - 789,164431414,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Whitefield PS,12.9753560004434,77.7510760001927,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0098,PS - 790,164430258,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Anekal PS,12.7101184001285,77.692886400445,Bengaluru Police Station,29572055458031630000HMPOLPUOFFPOS0001,PS - 791,164421330,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Bannerghatta PS,12.8135433004012,77.5792525001605,Bengaluru Police Station,29572055456131320000HMPOLPUOFFPOS0001,PS - 792,164421331,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Jigani PS,12.7824606995826,77.6392150996301,Bengaluru Police Station,29572055456133600000HMPOLPUOFFPOS0001,PS - 793,164422000,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Hebbagodi PS,12.8263711001822,77.6799321002329,Bengaluru Police Station,29572055456133550000HMPOLPUOFFPOS0001,PS - 794,164421333,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Sarjapura PS,12.8607281002345,77.7812827002306,Bengaluru Police Station,29572055456133580000HMPOLPUOFFPOS0001,PS - 795,164421334,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Avalahally PS,13.042326000046,77.7457209996652,Bengaluru Police Station,29572055446131070000HMPOLPUOFFPOS0001,PS - 797,164421916,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Rajanukunte PS,13.1739705001471,77.5624243997917,Bengaluru Police Station,29572055426128340000HMPOLPUOFFPOS0001,PS - 805,164421336,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Attibele PS,12.7789360000593,77.7716710001049,Bengaluru Police Station,29572055456133590000HMPOLPUOFFPOS0001,PS - 843,164421332,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Madhanayakanahally PS,13.0622470002623,77.4623099998741,Bengaluru Police Station,29572055426129510000HMPOLPUOFFPOS0001,PS - 848,164421914,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Suryanagar PS,12.7928960000553,77.7049370001704,Bengaluru Police Station,29572055456132650000HMPOLPUOFFPOS0001,PS - 849,164422144,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Ashoknagar PS,12.9716320001726,77.6101850003906,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0100,PS - 850,164431389,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
S.J. Park PS,12.9609289995745,77.5831449995862,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0101,PS - 851,164431392,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Bagalur PS,13.1400419997494,77.6704359997402,Bengaluru Police Station,29572055426129150000HMPOLPUOFFPOS0001,PS - 852,164431822,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Hanumathanagar PS,12.9362359996876,77.5614549998024,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0102,PS - 853,164431366,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Begur PS,12.8782620001631,77.6243380001586,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0103,PS - 854,164432194,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Hulimavu PS,12.8766460003129,77.6000710004058,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0104,PS - 855,164431798,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Mico Layout PS,12.9086119998238,77.610659000147,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0105,PS - 856,164431381,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Vidyaranyapura PS,13.0839867258753,77.5643861813388,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0106,PS - 857,164430015,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Madiwala PS,12.9209999998742,77.620667999617,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0069,PS - 155,164431380,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Bommanahalli PS,12.9106199997205,77.6249800003253,Bengaluru Police Station,29572055428031620000HMPOLPUOFFPOS0070,PS - 156,164432141,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Mahalakshmipuram PS,13.0027389161188,77.5473078440129,Bengaluru Police Station,,,164431359,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Shankarpura PS,12.9536079559543,77.5699948247066,Bengaluru Police Station,,,164431369,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Suddaguntepalya PS,12.9257789780078,77.6077477934414,Bengaluru Police Station,,,164432197,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
ISD PS,12.9693319402999,77.6167567858431,Bengaluru Police Station,,,169842021,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Bengaluru CEN Crime PS,12.9898319905977,77.5916650107377,Bengaluru Police Station,,,164422222,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Central CEN Crime PS,12.9667990246362,77.5871719906891,Bengaluru Police Station,,,164432146,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
East CEN Crime PS,12.9878455956193,77.603634427068,Bengaluru Police Station,,,164432147,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
North CEN Crime PS,13.0180495928218,77.5584169553286,Bengaluru Police Station,,,164432149,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
NorthEast CEN Crime PS,13.0568918670573,77.5985408010627,Bengaluru Police Station,,,164432260,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
South CEN Crime PS,12.9364239699816,77.5792168169108,Bengaluru Police Station,,,164432258,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
SouthEast CEN Crime PS,12.9411769638892,77.6214107811294,Bengaluru Police Station,,,164432259,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
West CEN Crime PS,12.9854783207063,77.5425355880706,Bengaluru Police Station,,,164432148,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Whitefield CEN Crime PS,12.9754099257775,77.7511256717663,Bengaluru Police Station,,,164432261,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Govindapura PS,13.0344587360155,77.619463595785,Bengaluru Police Station,,,164432268,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Govindaraja Nagar PS,12.972337140279,77.5292191043584,Bengaluru Police Station,,,164432303,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Cyber Crime Police Station,12.9821582373495,77.5862511278321,Bengaluru Police Station,,,164432200,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
Byadarahalli PS,12.9869611703651,77.4913220422091,Bengaluru Police Station,,,164432123,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
East Zone Women PS,12.9880379848679,77.6037380166751,Bengaluru Police Station,,,164431387,63a601fc-41a6-4e01-aad0-b053c67b392e.kml
"Police Outpost, APTS Yelahanka",13.1236710003015,77.605489000224,Karnataka Police Outpost,29572055428031620000HMPOLPUOFFPOP0001,,1,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Seshadripuram ",12.9955660001983,77.5826090002177,Karnataka Police Outpost,29572055428031620000HMPOLPUOFFPOP0007,,10,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Examba",16.5277230001537,74.6021730001999,Karnataka Police Outpost,29555054335971750000HMPOLPUOFFPOP0001,,100,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Koga  Li",16.5423399999553,74.3308900000456,Karnataka Police Outpost,29555054335971200000HMPOLPUOFFPOP0001,,101,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Pachapur",16.1036270002212,74.6855999997508,Karnataka Police Outpost,29555054375976650000HMPOLPUOFFPOP0001,,102,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Hidakal Dam",16.1324060003969,74.6596200000697,Karnataka Police Outpost,29555054375976180000HMPOLPUOFFPOP0001,,103,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Sureban ",15.8894999999577,75.3896666668748,Karnataka Police Outpost,29555054425983880000HMPOLPUOFFPOP0001,,104,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Yaragatti ",15.9807520999908,75.016678700172,Karnataka Police Outpost,29555054415981670000HMPOLPUOFFPOP0001,,105,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Munavalli ",15.8558550004057,75.1287610001644,Karnataka Police Outpost,29555054415982660000HMPOLPUOFFPOP0001,,106,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Yallamanagudda ",15.7657649998639,75.1327620004657,Karnataka Police Outpost,29555054415982460000HMPOLPUOFFPOP0001,,107,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Naveeluteerth Dam ",15.8159610002025,75.106889999965,Karnataka Police Outpost,29555054415982670000HMPOLPUOFFPOP0001,,108,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Hebballi ",15.4866939999427,75.1313060001471,Karnataka Police Outpost,29562054736023090000HMPOLPUOFFPOP0001,,109,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Dattatreya Temple  Hulluchatra",12.9991048101212,77.5746466298859,Karnataka Police Outpost,29572055428031620000HMPOLPUOFFPOP0008,,11,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Bhandiwad ",15.3576940003701,75.2658059996094,Karnataka Police Outpost,29562054756023940000HMPOLPUOFFPOP0001,,110,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Misrikoti ",15.2536110003028,75.0565280000227,Karnataka Police Outpost,29562054766024620000HMPOLPUOFFPOP0001,,111,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Morab ",15.5807219997608,75.1612780000011,Karnataka Police Outpost,29562054746023310000HMPOLPUOFFPOP0001,,112,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Binkadakatti Jeevan Raksha",15.4221340000295,75.5811559997896,Karnataka Police Outpost,29561054706020220000HMPOLPUOFFPOP0001,,113,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Dambal Village",15.2941111109811,75.7753611112541,Karnataka Police Outpost,29561054726021540000HMPOLPUOFFPOP0001,,114,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Konnur ",15.7194160002025,75.3843479995682,Karnataka Police Outpost,29561054688030740000HMPOLPUOFFPOP0001,,115,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Hirehal",15.797499999994,75.7647222216983,Karnataka Police Outpost,29561054696019260000HMPOLPUOFFPOP0001,,116,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Hoealr",15.8244444432052,75.6497222215778,Karnataka Police Outpost,29561054696019010000HMPOLPUOFFPOP0001,,117,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Tidagundi",16.9791420003905,75.754591999568,Karnataka Police Outpost,29557054495990680000HMPOLPUOFFPOP0001,,118,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Gunadal",16.5366440000447,75.4948359999048,Karnataka Police Outpost,29557054495991390000HMPOLPUOFFPOP0001,,119,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Bowring Hospital ",12.9749077788324,77.6254558328565,Karnataka Police Outpost,29572055428031620000HMPOLPUOFFPOP0009,,12,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Mamadapur, Basavan Bagewadi Circle",16.5355760001286,75.59561099955,Karnataka Police Outpost,29557054495991560000HMPOLPUOFFPOP0001,,120,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Kanamadi",16.9791420003905,75.754591999568,Karnataka Police Outpost,29557054495990680000HMPOLPUOFFPOP0002,,121,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Agarkhed",17.304109700439,76.0271719998185,Karnataka Police Outpost,29557054505992480000HMPOLPUOFFPOP0001,,122,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Moratagi",17.0044009999472,76.4173889997363,Karnataka Police Outpost,29557054515993320000HMPOLPUOFFPOP0001,,123,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Korawar",16.7503090000907,76.2140410001415,Karnataka Police Outpost,29557054515994100000HMPOLPUOFFPOP0001,,124,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Yalawar",16.8854009996857,76.7509659995315,Karnataka Police Outpost,29579055866208630000HMPOLPUOFFPOP0001,,125,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Nalatwad  Circle",16.2488210000434,76.2922100002959,Karnataka Police Outpost,29557054535996760000HMPOLPUOFFPOP0001,,126,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Banavara ",13.4087050003178,76.1643419998145,Karnataka Police Outpost,29574055556158400000HMPOLPUOFFPOP0001,,127,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Gandasi ",13.1577920000689,76.3052040004471,Karnataka Police Outpost,29574055556157990000HMPOLPUOFFPOP0001,,128,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Halebeedu ",13.1286789995595,75.9922100001543,Karnataka Police Outpost,29574055546153480000HMPOLPUOFFPOP0001,,129,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Yelahanka ",13.0988799999525,77.5970329999878,Karnataka Police Outpost,29572055428031620000HMPOLPUOFFPOP0010,,13,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Goruru ",12.8882689998303,76.0751630000155,Karnataka Police Outpost,29574055566161000000HMPOLPUOFFPOP0001,,130,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Alur ",12.7773270003867,75.8573839998027,Karnataka Police Outpost,29574055536150660000HMPOLPUOFFPOP0001,,131,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Thalacauvery  Karike",12.3862850003714,75.492854099556,Karnataka Police Outpost,29576055666177940000HMPOLPUOFFPOP0001,,132,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Madikeri ",12.4402049998318,75.4227330000345,Karnataka Police Outpost,29576055666177930000HMPOLPUOFFPOP0001,,133,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Rural, Madikeri Town",12.3142213001403,75.7507414996898,Karnataka Police Outpost,29576055666178320000HMPOLPUOFFPOP0001,,134,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Bhagamandala",12.4936962001305,75.5654619995887,Karnataka Police Outpost,29576055666178100000HMPOLPUOFFPOP0001,,135,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Suntikoppa",12.4524999999229,75.8289000016518,Karnataka Police Outpost,29576055676179570000HMPOLPUOFFPOP0001,,136,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Pollibeta",12.2391059998187,75.9146239995547,Karnataka Police Outpost,29576055686180360000HMPOLPUOFFPOP0001,,137,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Chenyanakote",12.2729959996693,75.933727999973,Karnataka Police Outpost,29576055686180260000HMPOLPUOFFPOP0001,,138,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Harangi",12.4845269998253,75.9565649999831,Karnataka Police Outpost,29576055676179810000HMPOLPUOFFPOP0001,,139,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Upparpet Traffic, Majestic Bus Stand",12.9773430001644,77.5736500000652,Karnataka Police Outpost,29572055428031620000HMPOLPUOFFPOP0011,,14,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Kodlipet",12.474799999884,75.5322929999973,Karnataka Police Outpost,29576055666178090000HMPOLPUOFFPOP0001,,140,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Madapura",12.5132190001061,75.8090270002041,Karnataka Police Outpost,29576055676179580000HMPOLPUOFFPOP0001,,141,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Thithimathi ",12.2278790000745,76.0052569997291,Karnataka Police Outpost,29576055686180480000HMPOLPUOFFPOP0001,,142,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Balele ",12.140438999803,76.0564729996175,Karnataka Police Outpost,29576055686180870000HMPOLPUOFFPOP0001,,143,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Hudikeri",12.0857619998449,75.9544099997296,Karnataka Police Outpost,29576055686180630000HMPOLPUOFFPOP0001,,144,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Birunani ",12.0179610003427,75.876269000385,Karnataka Police Outpost,29576055686180590000HMPOLPUOFFPOP0001,,145,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Hampapura ",12.1216805558721,76.478491666882,Karnataka Police Outpost,29577055736189560000HMPOLPUOFFPOP0001,,146,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Chuchanakatte ",12.5034472222166,76.2938944439755,Karnataka Police Outpost,29577055716186180000HMPOLPUOFFPOP0001,,147,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Bherya ",12.5887194438303,76.3496361110651,Karnataka Police Outpost,29577055716185710000HMPOLPUOFFPOP0001,,148,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Kadakola ",12.1934500002661,76.6659166667325,Karnataka Police Outpost,29577055726188320000HMPOLPUOFFPOP0001,,149,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Jayanagar Traffic, J.P.Nagar",12.9118799995949,77.5876499997462,Karnataka Police Outpost,29572055428031620000HMPOLPUOFFPOP0012,,15,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Somanatapura",12.2775694442912,76.8830277783822,Karnataka Police Outpost,29577055756193510000HMPOLPUOFFPOP0001,,150,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Farangipete",12.0350000001662,77.001666667385,Karnataka Police Outpost,29578055786198050000HMPOLPUOFFPOP0001,,151,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Kalladka",12.8461999998133,75.0713000003143,Karnataka Police Outpost,29575055626175720000HMPOLPUOFFPOP0001,,152,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Nelyady ",12.838049000363,75.4050649996035,Karnataka Police Outpost,29575055646177000000HMPOLPUOFFPOP0001,,153,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Kallugundi ",12.5027549999338,75.5337529998226,Karnataka Police Outpost,29575055656177730000HMPOLPUOFFPOP0001,,154,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Gersoppa ",14.243299699926,74.656338799666,Karnataka Police Outpost,29563054876038100000HMPOLPUOFFPOP0001,,155,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Katgal, Kumta",14.4828099995572,74.4922882996882,Karnataka Police Outpost,29563054856034680000HMPOLPUOFFPOP0001,,156,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Baghvati ",15.1593799995519,74.7570209998399,Karnataka Police Outpost,29563054806027980000HMPOLPUOFFPOP0001,,157,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Belekeri ",14.708112999847,74.2668309997565,Karnataka Police Outpost,29563054846033280000HMPOLPUOFFPOP0001,,158,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Traffic Aid, Jaddigadde ",14.7642069995882,74.2117200004426,Karnataka Police Outpost,29563054786026270000HMPOLPUOFFPOP0001,,159,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Nandi Hils",13.3689480003932,77.6839970002084,Karnataka Police Outpost,29582055966236210000HMPOLPUOFFPOP0001,,16,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Malagi",14.747127000286,75.008303999887,Karnataka Police Outpost,29563054826030840000HMPOLPUOFFPOP0001,,160,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Bilagi ",14.2139810004331,74.474019999681,Karnataka Police Outpost,29563054876037510000HMPOLPUOFFPOP0001,,161,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Amminalli ",14.6210509997589,74.8412389998704,Karnataka Police Outpost,29563054838030940000HMPOLPUOFFPOP0001,,162,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Sri. Marikamba Temple, Sirsi",14.6128870002832,74.8401569998361,Karnataka Police Outpost,29563054838030940000HMPOLPUOFFPOP0002,,163,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, APMC ",14.9584727998739,74.7176591999565,Karnataka Police Outpost,29563054816028890000HMPOLPUOFFPOP0001,,164,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, BR Project",13.7175909998467,75.6355599996872,Karnataka Police Outpost,29568055216086520000HMPOLPUOFFPOP0001,,165,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Ayanur ",14.0093299998508,75.4377100004014,Karnataka Police Outpost,29568055206083680000HMPOLPUOFFPOP0001,,166,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Jade Chandragutti",14.4313919998698,74.9550320004153,Karnataka Police Outpost,29568055166075260000HMPOLPUOFFPOP0001,,167,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Kamanavalli",14.5744620001788,75.0510570002812,Karnataka Police Outpost,29568055166073760000HMPOLPUOFFPOP0001,,168,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Kamanavalli",14.5503500002018,75.2074190000375,Karnataka Police Outpost,29568055166074340000HMPOLPUOFFPOP0001,,169,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Vidurashwatha ",13.6698830003021,77.5008409996939,Karnataka Police Outpost,29582055956232350000HMPOLPUOFFPOP0001,,17,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Linganamakki ",14.1725779996466,74.8311000003578,Karnataka Police Outpost,29568055158031300000HMPOLPUOFFPOP0001,,170,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Bakod ",14.0336540003927,74.8518259997538,Karnataka Police Outpost,29568055156073520000HMPOLPUOFFPOP0001,,171,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Aralagodu ",14.1429250002226,74.8181309998341,Karnataka Police Outpost,29568055156071430000HMPOLPUOFFPOP0001,,172,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Mastikatte ",13.7394080004189,75.02479900027,Karnataka Police Outpost,29568055186080380000HMPOLPUOFFPOP0001,,173,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Anandapura ",14.0821850001104,75.2134080002515,Karnataka Police Outpost,29568055156072910000HMPOLPUOFFPOP0001,,174,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Humcha ",13.8614689998982,75.2059169998103,Karnataka Police Outpost,29568055186079970000HMPOLPUOFFPOP0001,,175,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Konandur",13.806909000107,75.2471100000548,Karnataka Police Outpost,29568055196080820000HMPOLPUOFFPOP0001,,176,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Mugalkhod, Bagalkote",16.3775119495761,75.207708889134,Karnataka Police Outpost,29556054455985510000HMPOLPUOFFPOP0002,,177,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, CR Nagar",12.2672050060923,77.2351649990061,Karnataka Police Outpost,29578055796198140000HMPOLPUOFFPOP0001,,178,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Bhandival",14.4822238938122,74.4916988881795,Karnataka Police Outpost,29563054856034680000HMPOLPUOFFPOP0002,,179,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Thondebavi ",13.5030429999746,77.5151960004281,Karnataka Police Outpost,29582055956233750000HMPOLPUOFFPOP0001,,18,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Amadalli",14.7629111120703,74.2224038892876,Karnataka Police Outpost,29563054786026270000HMPOLPUOFFPOP0002,,180,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Honnavar",14.2818988914223,74.4508138883266,Karnataka Police Outpost,29563054878030980000HMPOLPUOFFPOP0001,,181,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Harappanahalli Taluk",14.5188388906028,75.8079011120995,Karnataka Police Outpost,29567055098031240000HMPOLPUOFFPOP0001,,182,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Peresandra ",13.5890709999732,77.7843179998288,Karnataka Police Outpost,29582055966234650000HMPOLPUOFFPOP0001,,19,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Gym and Model ",15.6319210002388,74.5029000001484,Karnataka Police Outpost,29555054398030350000HMPOLPUOFFPOP0001,,2,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Guluru ",13.8423010000732,77.836398999716,Karnataka Police Outpost,29582055986238190000HMPOLPUOFFPOP0001,,20,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Kaiwara ",13.3480840000495,77.9860140003814,Karnataka Police Outpost,29582056006246000000HMPOLPUOFFPOP0001,,21,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Jangamakote ",13.2618600001107,77.8468530000318,Karnataka Police Outpost,29582055996242730000HMPOLPUOFFPOP0001,,22,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Budikote",12.9065460000963,78.1309410000452,Karnataka Police Outpost,29581055936225490000HMPOLPUOFFPOP0001,,23,c367208f-88ba-4392-b787-aaa449be5683.kml
"Police Outpost, Oorgaum",12.9749639996768,78.2610609997232,Karnataka Police Outpost,29581055938032240000HMPOLPUOFFPOP0001,,24,c367208f-88ba-4392-b787-aaa449be5683.kml
